username,content,like_count,retweet_count,location,year,tweets,location_cleaned,tokens,tokens_cleaned,polarity_score
YawBediako_,Pediatric cancers now “covered” by @NHIS_Ghana. But public hospitals lack required medications so patients still need to pay out of pocket &amp; many cannot afford to do so. Classic eg of policy not reflecting reality. @Rockson2 can @mPharmaHealth take this on?,22,4,"Accra, London, Kilifi",2022,Pediatric cancers now covered by  But public hospitals lack required medications so patients still need to pay out of pocket amp many cannot afford to do so Classic eg of policy not reflecting reality  can  take this on,"Accra, London, Kilifi","['Pediatric', 'cancers', 'now', 'covered', 'by', 'But', 'public', 'hospitals', 'lack', 'required', 'medications', 'so', 'patients', 'still', 'need', 'to', 'pay', 'out', 'of', 'pocket', 'amp', 'many', 'can', 'not', 'afford', 'to', 'do', 'so', 'Classic', 'eg', 'of', 'policy', 'not', 'reflecting', 'reality', 'can', 'take', 'this', 'on']",Pediatric cancers covered public hospitals lack required medications patients still need pay pocket amp many afford Classic eg policy reflecting reality take,0.2222222222222222
neldom2010,"Yesterday was a movie!! @mPharmaHealth welcomed all 308 healthplus employees following our acquisition of healthplus, bringing the total number of employees to 600+ across 14 states in NG. Interesting times ahead as we look to fully integrate as one company in the coming months https://t.co/Z1eO1bq7o3",5,2,"Lagos, Nigeria",2022,Yesterday was a movie  welcomed all 308 healthplus employees following our acquisition of healthplus bringing the total number of employees to 600 across 14 states in NG Interesting times ahead as we look to fully integrate as one company in the coming months ,"Lagos, Nigeria","['Yesterday', 'was', 'a', 'movie', 'welcomed', 'all', '308', 'healthplus', 'employees', 'following', 'our', 'acquisition', 'of', 'healthplus', 'bringing', 'the', 'total', 'number', 'of', 'employees', 'to', '600', 'across', '14', 'states', 'in', 'NG', 'Interesting', 'times', 'ahead', 'as', 'we', 'look', 'to', 'fully', 'integrate', 'as', 'one', 'company', 'in', 'the', 'coming', 'months']",Yesterday movie welcomed 308 healthplus employees following acquisition healthplus bringing total number employees 600 across 14 states NG Interesting times ahead look fully integrate one company coming months,0.16666666666666666
Personalfinng,".@mPharmaHealth Launches Hypertension Test and Treat Program to Control Hypertension in Africa 

read more:
https://t.co/JeXAfM4lKQ

#Hypertension #African https://t.co/AgxMHpo4AQ",0,1,"Lagos,Nigeria",2022," Launches Hypertension Test and Treat Program to Control Hypertension in Africa 

read more


  ","Lagos,Nigeria","['Launches', 'Hypertension', 'Test', 'and', 'Treat', 'Program', 'to', 'Control', 'Hypertension', 'in', 'Africa', 'read', 'more']",Launches Hypertension Test Treat Program Control Hypertension Africa read,0.0
APO_source,"mPharma Launches Hypertension Test and Treat Program to Control Hypertension in Africa @mPharmaHealth #Africa #Health #Hypertension #HTTProgram #Prevention #Diabetes #HeartDisease
Read more: https://t.co/Q5Q6Dny4tC https://t.co/NomY5NNzSI",2,2,#AFRICA #MENA,2022,"mPharma Launches Hypertension Test and Treat Program to Control Hypertension in Africa        
Read more  ",#AFRICA #MENA,"['mPharma', 'Launches', 'Hypertension', 'Test', 'and', 'Treat', 'Program', 'to', 'Control', 'Hypertension', 'in', 'Africa', 'Read', 'more']",mPharma Launches Hypertension Test Treat Program Control Hypertension Africa Read,0.0
BuiltToughPod,"Next up on Built Tough: Victor speaks with @Rockson2, the CEO/co-founder of @mPharmaHealth, who has a bold vision for healthcare delivery in Africa. 

It was an inspiring and informative conversation. Don't miss it. 

https://t.co/PQHmm8BTXL",10,7,"""""",2022,"Next up on Built Tough Victor speaks with  the CEOcofounder of  who has a bold vision for healthcare delivery in Africa 

It was an inspiring and informative conversation Dont miss it 

","""""","['Next', 'up', 'on', 'Built', 'Tough', 'Victor', 'speaks', 'with', 'the', 'CEOcofounder', 'of', 'who', 'has', 'a', 'bold', 'vision', 'for', 'healthcare', 'delivery', 'in', 'Africa', 'It', 'was', 'an', 'inspiring', 'and', 'informative', 'conversation', 'Dont', 'miss', 'it']",Next Built Tough Victor speaks CEOcofounder bold vision healthcare delivery Africa inspiring informative conversation Dont miss,0.1111111111111111
unlockaid,"And a big thanks to @Rockson2 (@mPharmaHealth) Alexis Bonnell (@Google) &amp; Maya Ziswiler (@UBS Optimus) for joining our exec director @WalterAKerr &amp; @RepHoulahan &amp; @RepDeanPhillips on today’s panel.

Your contributions made the event such a success.",4,2,"""""",2022,"And a big thanks to   Alexis Bonnell  amp Maya Ziswiler  Optimus for joining our exec director  amp  amp  on todays panel

Your contributions made the event such a success","""""","['And', 'a', 'big', 'thanks', 'to', 'Alexis', 'Bonnell', 'amp', 'Maya', 'Ziswiler', 'Optimus', 'for', 'joining', 'our', 'exec', 'director', 'amp', 'amp', 'on', 'todays', 'panel', 'Your', 'contributions', 'made', 'the', 'event', 'such', 'a', 'success']",big thanks Alexis Bonnell amp Maya Ziswiler Optimus joining exec director amp amp todays panel contributions made event success,0.16666666666666666
unlockaid,"Thank you to @RepHoulahan &amp; @RepDeanPhillips, co-chairs of Congress’ Stakeholder Capitalism Caucus, for hosting @unlockaid, @Google, @ubs &amp; @mPharmaHealth to put a spotlight on what companies can do to drive better outcomes for billions of people around the world. https://t.co/mTqctpB0JU",18,5,"""""",2022,Thank you to  amp  cochairs of Congress Stakeholder Capitalism Caucus for hosting    amp  to put a spotlight on what companies can do to drive better outcomes for billions of people around the world ,"""""","['Thank', 'you', 'to', 'amp', 'cochairs', 'of', 'Congress', 'Stakeholder', 'Capitalism', 'Caucus', 'for', 'hosting', 'amp', 'to', 'put', 'a', 'spotlight', 'on', 'what', 'companies', 'can', 'do', 'to', 'drive', 'better', 'outcomes', 'for', 'billions', 'of', 'people', 'around', 'the', 'world']",Thank amp cochairs Congress Stakeholder Capitalism Caucus hosting amp put spotlight companies drive better outcomes billions people around world,0.5
Techpressionews,"Ghanaian health tech startup, @mPharmaHealth buys majority stake in Nigeria’s HealthPlus https://t.co/rjOfOG9GYX 

via @Techpressionews
#healthyheart #Medical #business #TechnoSupport #technologies #NewsUpdate #educacion #media #Crypto #cryptocurrencies #Cryptos #cryptocurrency",2,2,"""""",2022,"Ghanaian health tech startup  buys majority stake in Nigerias HealthPlus  

via 
           ","""""","['Ghanaian', 'health', 'tech', 'startup', 'buys', 'majority', 'stake', 'in', 'Nigerias', 'HealthPlus', 'via']",Ghanaian health tech startup buys majority stake Nigerias HealthPlus via,0.0
jnyabor,".@fgisgabon says its partnership with @mPharmaHealth to revive Gabon's central medical stores has so far been positive.

""@mpharmahealth understands well the realities of the continent."" - via @TheAfricaReport 
  
https://t.co/E9kC0MOWW3",0,0,"Accra, Ghana",2022," says its partnership with  to revive Gabons central medical stores has so far been positive

 understands well the realities of the continent  via  
  
","Accra, Ghana","['says', 'its', 'partnership', 'with', 'to', 'revive', 'Gabons', 'central', 'medical', 'stores', 'has', 'so', 'far', 'been', 'positive', 'understands', 'well', 'the', 'realities', 'of', 'the', 'continent', 'via']",says partnership revive Gabons central medical stores far positive understands well realities continent via,0.08181818181818182
TheAfricaReport,"According to the Gabonese Strategic Investment Fund (FGIS), ""thanks to the partnership with @mPharmaHealth, the system has become a lot more efficient and has been a positive experience for both parties so far."" #Gabon 

https://t.co/wvEFslVN1B",6,5,"Paris, France",2022,"According to the Gabonese Strategic Investment Fund FGIS thanks to the partnership with  the system has become a lot more efficient and has been a positive experience for both parties so far  

","Paris, France","['According', 'to', 'the', 'Gabonese', 'Strategic', 'Investment', 'Fund', 'FGIS', 'thanks', 'to', 'the', 'partnership', 'with', 'the', 'system', 'has', 'become', 'a', 'lot', 'more', 'efficient', 'and', 'has', 'been', 'a', 'positive', 'experience', 'for', 'both', 'parties', 'so', 'far']",According Gabonese Strategic Investment Fund FGIS thanks partnership system become lot efficient positive experience parties far,0.17575757575757575
TheAfricaReport,"The new @mPharmaHealth deal with the #Gabon government is the first of its kind for the  #Ghanaian company. 

https://t.co/wvEFslVN1B",2,3,"Paris, France",2022,"The new  deal with the  government is the first of its kind for the   company 

","Paris, France","['The', 'new', 'deal', 'with', 'the', 'government', 'is', 'the', 'first', 'of', 'its', 'kind', 'for', 'the', 'company']",new deal government first kind company,0.3287878787878788
KwameAtoapoma,I have a lot to learn from @mPharmaHealth and @Rockson2,0,0,Ghana,2022,I have a lot to learn from  and ,Ghana,"['I', 'have', 'a', 'lot', 'to', 'learn', 'from', 'and']",lot learn,0.0
EndCervicalCaNg,Partnering @gynaecancerng to commemorate Gynaecologic Cancer Awareness Month in Nigeria. The theme emphasized our believe in power of collaboration. @IGCSociety @ovariancancerco @fogsiofficial @BIOVentures @Toget_HERHealth @IndianCancerSoc @Fmohnigeria @FMWA_ng @mPharmaHealth,12,8,Nigeria,2022,Partnering  to commemorate Gynaecologic Cancer Awareness Month in Nigeria The theme emphasized our believe in power of collaboration         ,Nigeria,"['Partnering', 'to', 'commemorate', 'Gynaecologic', 'Cancer', 'Awareness', 'Month', 'in', 'Nigeria', 'The', 'theme', 'emphasized', 'our', 'believe', 'in', 'power', 'of', 'collaboration']",Partnering commemorate Gynaecologic Cancer Awareness Month Nigeria theme emphasized believe power collaboration,0.0
baobabnetwork,"This week's news: 
🇰🇪 #Insuretech @turaco_insure secures $10 million in Series A funding
💰 Africa-focussed fund closes at $120 million
🇬🇭 #HealthTech @mPharmaHealth acquires Nigeria's @HealthPlusgroup 
Mapping Kenyan #vc-backed #startups +more here: https://t.co/bqocwPlpJp https://t.co/Afv8yCeNar",5,1,"""""",2022,"This weeks news 
   secures 10 million in Series A funding
 Africafocussed fund closes at 120 million
   acquires Nigerias  
Mapping Kenyan backed  more here  ","""""","['This', 'weeks', 'news', 'secures', '10', 'million', 'in', 'Series', 'A', 'funding', 'Africafocussed', 'fund', 'closes', 'at', '120', 'million', 'acquires', 'Nigerias', 'Mapping', 'Kenyan', 'backed', 'more', 'here']",weeks news secures 10 million Series funding Africafocussed fund closes 120 million acquires Nigerias Mapping Kenyan backed,0.0
HerNetworkOnlne,"Thank you to  our attendees, supporting partners, media partners, speakers, moderators and host for making our first Summit, #HERSUMMIT a huge success.

@glambrandagency @lushhairnigeria @mpharmamutti @omalichabymiddlechase 

#Thepowerofcommunity #itshersummit https://t.co/ApPgRgvyRv",9,1,Worldwide ,2022,"Thank you to  our attendees supporting partners media partners speakers moderators and host for making our first Summit  a huge success

    

  ",Worldwide ,"['Thank', 'you', 'to', 'our', 'attendees', 'supporting', 'partners', 'media', 'partners', 'speakers', 'moderators', 'and', 'host', 'for', 'making', 'our', 'first', 'Summit', 'a', 'huge', 'success']",Thank attendees supporting partners media partners speakers moderators host making first Summit huge success,0.30000000000000004
HerNetworkOnlne,"Thank you to  our attendees, supporting partners, media partners, speakers, moderators and host for making our first Summit, #HERSUMMIT a huge success.

@glambrandagency @lushhairnigeria @mpharmamutti @omalichabymiddlechase 

#Thepowerofcommunity https://t.co/S3NsU29upn",7,2,Worldwide ,2022,"Thank you to  our attendees supporting partners media partners speakers moderators and host for making our first Summit  a huge success

    

 ",Worldwide ,"['Thank', 'you', 'to', 'our', 'attendees', 'supporting', 'partners', 'media', 'partners', 'speakers', 'moderators', 'and', 'host', 'for', 'making', 'our', 'first', 'Summit', 'a', 'huge', 'success']",Thank attendees supporting partners media partners speakers moderators host making first Summit huge success,0.30000000000000004
HerNetworkOnlne,"Thank you to  our attendees, supporting partners, media partners, speakers, moderators and host for making our first Summit, #HERSUMMIT a huge success.

@glambrandagency @lushhairnigeria @mpharmamutti @omalichabymiddlechase 

#Thepowerofcommunity https://t.co/XUZmOzKJsK",3,0,Worldwide ,2022,"Thank you to  our attendees supporting partners media partners speakers moderators and host for making our first Summit  a huge success

    

 ",Worldwide ,"['Thank', 'you', 'to', 'our', 'attendees', 'supporting', 'partners', 'media', 'partners', 'speakers', 'moderators', 'and', 'host', 'for', 'making', 'our', 'first', 'Summit', 'a', 'huge', 'success']",Thank attendees supporting partners media partners speakers moderators host making first Summit huge success,0.30000000000000004
TheCapitalQuest,"#PE firm Alta Semper swaps #stake in Nigerian #pharmacy with #VC-backed @mPharmaHealth 
https://t.co/8U737FOUzM",0,0,"""""",2022," firm Alta Semper swaps  in Nigerian  with backed  
","""""","['firm', 'Alta', 'Semper', 'swaps', 'in', 'Nigerian', 'with', 'backed']",firm Alta Semper swaps Nigerian backed,-0.2
